linha_origem,matricula_raw,nome_raw,cpf_raw,orgao_raw,erros
2589,GO0003264,Vanessa Almeida,,SEAD ,{'cpf': 'cpf_nulo'}
2592,GO0003591,Tatiane Nascimento,348.003.060-69,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2240
2596,GO0003595,Tatiane Oliveira,987.013.973-81,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1385
2614,GO0003613,Thiago Barbosa,, SEAD,{'cpf': 'cpf_nulo'}
2616,GO0002325,Daniela Cardoso,061.758.668-61,SEAD,matricula_duplicada:primeira_ocorrencia_linha_1326
2620,GO0003619,Pedro Nunes,,SEAD,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
2622,GO0003621,Ricardo Silva,,sead,{'cpf': 'cpf_nulo'}
2629,GO0003628,Bruno Dias,,Sead,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
2639,GO0001228,João Nunes,714.899.971-69,SEAD,matricula_duplicada:primeira_ocorrencia_linha_229
2651,GO0003650,Lucas Rocha,078.087.250-28,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1875
2653,GO0003652,Marcos Ribeiro,763.204.263-50,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2584
2659,GO0003658,Mônica Dias,645.712.625-75,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2300
2670,GO0003669,Patrícia Nascimento,464.849.960-61,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2081
2674,GO0003673,Beatriz Ferreira,472.669.872-95,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2433
2680,GO0003679,Camila Nascimento,899.202.668-88,SEAD,cpf_duplicado:primeira_ocorrencia_linha_555
2697,GO0003696,Rodrigo Souza,475.946.172-29,SEAD,cpf_duplicado:primeira_ocorrencia_linha_104
2706,GO0003705,Ana Borges,, SEAD,{'cpf': 'cpf_nulo'}
2711,GO0003710,Ricardo Ferreira,588.701.808-71,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1487
2715,GO0003714,Priscila Gomes,116.176.245-84,SEAD,cpf_duplicado:primeira_ocorrencia_linha_301
2720,GO0003719,Ricardo Dias,838.908.988-95,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1228
2735,GO0002576,Marcos Lima,082.708.037-17,SEAD,matricula_duplicada:primeira_ocorrencia_linha_1577
2737,GO0003736,Marcos Cavalcanti,544.915.571-19,SEAD,cpf_duplicado:primeira_ocorrencia_linha_516
2743,GO0003742,Pedro Monteiro,193.888.082-70,SEAD,cpf_duplicado:primeira_ocorrencia_linha_774
2747,GO0003746,Cristina Dias,204.606.486-45,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1257
2762,GO0003761,Bruno Teixeira,,sead,{'cpf': 'cpf_nulo'}
2764,GO0003763,Marcos Martins,768.027.741-41,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1401
2775,GO0003774,Larissa Ferreira,760.788.777-43,SEAD,cpf_duplicado:primeira_ocorrencia_linha_166
2777,GO0003776,Vanessa Araújo,067.357.109-46,SEAD,cpf_duplicado:primeira_ocorrencia_linha_906
2793,GO0003792,Beatriz Cardoso,380.704.843-93,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2231
2806,GO0002815,Ricardo Nunes,154.953.581-72,SEAD,matricula_duplicada:primeira_ocorrencia_linha_1816
2813,GO0003812,Rodrigo Melo,916.932.074-04,SEAD,cpf_duplicado:primeira_ocorrencia_linha_293
2814,GO0003813,Leandro Moura,561.717.534-65,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2722
2815,GO0003814,Felipe Dias,417.476.669-12,SEAD,cpf_duplicado:primeira_ocorrencia_linha_701
2816,GO0003815,Maria Nunes,455.952.872-82,SEAD,cpf_duplicado:primeira_ocorrencia_linha_139
2832,GO0003284,Lucas Silva,542.221.091-25,SEAD,matricula_duplicada:primeira_ocorrencia_linha_2285
2858,GO0003857,Renata Cardoso,592.627.376-48,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1039
2874,GO0003609,Ana Lima,259.827.748-31,SEAD,matricula_duplicada:primeira_ocorrencia_linha_2610
2888,GO0003887,Fernanda Teixeira,444.032.048-17,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1316
2889,GO0003888,Ricardo Santos,055.260.346-46,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1575
2898,GO0003897,Alexandre Ribeiro,938.790.162-51,SEAD,cpf_duplicado:primeira_ocorrencia_linha_510
2907,GO0003906,Maria Lima,230.230.985-20,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2046
2924,GO0003923,Pedro Ribeiro,328.003.519-51,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2109
2930,GO0003301,Ana Nunes,019.907.415-37,SEAD,matricula_duplicada:primeira_ocorrencia_linha_2302
2943,GO0003942,Thiago Ribeiro,230.142.347-15,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1437
2947,GO0002443,Fernanda Moreira,331.683.350-35,SEAD,cpf_duplicado:primeira_ocorrencia_linha_257
2962,GO0003635,Ana Melo,940.746.279-97,SEAD,matricula_duplicada:primeira_ocorrencia_linha_2636
2974,GO0003973,CRISTINA CARDOSO,,SEAD,{'cpf': 'cpf_nulo'}
2978,GO0002067,Bruno Costa,154.407.466-41,SEAD,matricula_duplicada:primeira_ocorrencia_linha_1068
3017,GO0004016,Felipe Santos,536.203.039-34,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1917
3031,GO0004030,Vanessa Campos,727.310.133-18,SEAD,cpf_duplicado:primeira_ocorrencia_linha_209
3040,GO0004039,Rodrigo Nascimento,140.142.477-22,SEAD,cpf_duplicado:primeira_ocorrencia_linha_26
3042,GO0004041,Marcos Monteiro,721.912.956-44,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2566
3045,GO0004044,Vanessa Araújo,319.667.987-90,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2587
3078,GO0001390,Henrique Monteiro,453.681.385-53,SEAD,matricula_duplicada:primeira_ocorrencia_linha_391
3090,GO0001513,Cristina Nunes,153.699.733-98,SEAD,matricula_duplicada:primeira_ocorrencia_linha_514
3111,GO0004110,Simone Dias,652.187.939-97,SEAD,cpf_duplicado:primeira_ocorrencia_linha_710
3118,GO0004117,Vanessa Nascimento,490.903.752-34,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2373
3143,GO0004142,Sandra Araújo,,SEAD ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:sandra.araújo@sead.go.gov.br'}"
3157,GO0004156,Ricardo Moura,,sead,{'cpf': 'cpf_nulo'}
3165,GO0004164,Leandro Rodrigues,298.914.950-48,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1807
3171,GO0004170,Priscila Lima,055.465.424-76,SEAD,cpf_duplicado:primeira_ocorrencia_linha_670
3183,GO0004182,Gustavo Araújo,796.661.554-99,SEAD,cpf_duplicado:primeira_ocorrencia_linha_3168
3185,GO0004184,Patrícia Oliveira,324.152.012-80,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1969
3209,GO0002371,Carlos Gomes,080.230.970-30,SEAD,matricula_duplicada:primeira_ocorrencia_linha_1372
3219,GO0004218,Gustavo Pereira,,SEAD,{'cpf': 'cpf_nulo'}
3229,GO0003355,Tatiane Araújo,421.155.146-96,SEAD,matricula_duplicada:primeira_ocorrencia_linha_2356
3253,GO0004252,Mônica Cavalcanti,053.610.960-14,SEAD,cpf_duplicado:primeira_ocorrencia_linha_2973
3254,GO0004253,Beatriz Moreira,987.013.973-81,SEAD,cpf_duplicado:primeira_ocorrencia_linha_1385
3256,GO0004207,Cristina Ferreira,965.230.942-67,SEAD,matricula_duplicada:primeira_ocorrencia_linha_3208
3258,GO0004066,Larissa Cavalcanti,405.719.041-43,SEAD,matricula_duplicada:primeira_ocorrencia_linha_3067
3265,GO0004264,Gustavo Cavalcanti,666.354.198-71,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_86
3270,GO0004269,Ana Souza,016.619.251-35,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1402
3271,GO0002430,Lucas Barbosa,245.070.149-87,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1431
3286,GO0004285,Henrique Teixeira,719.749.787-91,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2503
3288,GO0004287,Tatiane Monteiro,,ECONOMIA ,{'cpf': 'cpf_nulo'}
3289,GO0004288,Sandra Costa,380.704.843-93,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2231
3295,GO0004294,João Souza,511.784.975-94,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_840
3296,GO0004295,Felipe Cavalcanti,,ECONOMIA,{'cpf': 'cpf_nulo'}
3302,GO0004301,Cristina Dias,, ECONOMIA,{'cpf': 'cpf_nulo'}
3314,GO0004313,Larissa  Araújo,, ECONOMIA,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:larissa.araújo@economia.go.gov.br'}"
3348,GO0004347,Daniela Moura,,ECONOMIA,{'cpf': 'cpf_nulo'}
3364,GO0002290,Bruno Araújo,272.166.005-35,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1291
3379,GO0004378,Carlos Moreira,477.976.049-52,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2451
3382,GO0001898,Marcos Carvalho,224.592.680-54,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_899
3383,GO0004382,Camila Souza,233.878.451-77,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_960
3386,GO0004385,Diego Araújo,206.414.539-88,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_618
3387,GO0001275,Juliana Teixeira,093.351.641-31,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_276
3389,GO0004388,Cristina Pereira,893.918.983-80,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_201
3398,GO0004397,  Rodrigo Barbosa  ,,economia,{'cpf': 'cpf_nulo'}
3405,GO0004404,Fernanda Barbosa,402.136.733-37,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1172
3406,GO0004101,Camila Lima,558.692.461-26,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3102
3429,GO0004428,Beatriz Nunes,362.277.030-51,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1500
3432,GO0001831,Ana Araújo,330.517.479-18,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_832
3436,GO0004435,Camila Borges,881.422.385-60,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_502
3441,GO0004440,Alexandre Cavalcanti,581.308.011-60,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1256
3471,GO0004470,Fernanda Borges,863.105.197-17,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_582
3475,GO0003715,Felipe Araújo,374.844.332-30,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2716
3481,GO0004480,Daniela  Ferreira,,Economia,{'cpf': 'cpf_nulo'}
3489,GO0004488,Thiago Santos,411.651.224-14,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_473
3510,GO0004509,Mônica Moreira,274.604.517-54,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3266
3514,GO0004513,Renata Lima,231.296.779-11,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1383
3520,GO0004519,Marcos Santos,009.736.972-84,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2891
3564,GO0004563,Aline Rocha,980.857.446-03,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2033
3567,GO0004566,Patrícia Moura,, ECONOMIA,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo', 'email': 'email_invalido:patrícia.moura@economia.go.gov.br'}"
3570,GO0004309,João Rocha,966.764.854-98,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3310
3576,GO0004575,Ana Monteiro,205.950.141-10,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2703
3580,GO0004579,Pedro Ribeiro,,economia,{'cpf': 'cpf_nulo'}
3590,GO0004213,Eduardo Ferreira,218.096.609-42,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3214
3615,GO0004614,Mônica Lima,,Economia,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:mônica.lima@economia.go.gov.br'}"
3622,GO0004621,Rafael Moreira,, ECONOMIA,{'cpf': 'cpf_nulo'}
3631,GO0004630,Bruno Rocha,713.023.597-82,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3563
3643,GO0004642,Cristina  Gomes,,ECONOMIA,{'cpf': 'cpf_nulo'}
3646,GO0004645,Sandra Dias,019.819.920-33,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2877
3653,GO0004652,João Barbosa,, ECONOMIA,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:joão.barbosa'}"
3656,GO0004655,Gustavo Pereira,,ECONOMIA ,{'cpf': 'cpf_nulo'}
3658,GO0004657,Marcos Ferreira,663.619.576-54,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_861
3706,GO0004705,Bruno Almeida,,Economia,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'email': 'email_invalido:@economia.go.gov.br'}"
3708,GO0004451,Fernanda Lima,630.760.789-22,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3452
3714,GO0004713,Carlos Ferreira,,ECONOMIA,{'cpf': 'cpf_nulo'}
3724,GO0001013,Maria Almeida,875.767.066-21,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_14
3732,GO0004731,Diego Rodrigues,061.054.919-69,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1721
3745,GO0004129,Vanessa Gomes,019.110.283-96,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3130
3754,GO0004753,Fernanda Gomes,097.861.845-85,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2819
3762,GO0002104,Rafael Ferreira,921.414.016-51,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1105
3773,GO0004772,Eduardo Nascimento,,ECONOMIA ,{'cpf': 'cpf_nulo'}
3777,GO0002763,Pedro Borges,630.538.666-13,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1764
3778,GO0004777,Simone Lima,,Economia,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
3780,GO0002182,Cristina Castro,325.869.287-40,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1183
3792,GO0004791,Henrique Souza,393.961.565-49,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_697
3810,GO0004809,Thiago Lima,967.320.414-73,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2940
3812,GO0001113,Fernanda Ferreira,120.513.058-30,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_114
3834,GO0004833,Felipe Nascimento,805.821.474-97,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_583
3838,GO0004837,Tatiane Silva,,ECONOMIA ,{'cpf': 'cpf_nulo'}
3868,GO0004867,Simone Araújo,833.634.737-92,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3759
3870,GO0004869,Vanessa Costa,275.167.746-96,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2249
3880,GO0004879,Renata Teixeira,, ECONOMIA,{'cpf': 'cpf_nulo'}
3884,GO0001987,Diego Castro,558.262.513-39,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_988
3896,GO0004895,Simone Monteiro,935.616.382-02,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_889
3905,GO0004904,Marcos Pereira,,economia,{'cpf': 'cpf_nulo'}
3916,GO0004189,Vinicius Pereira,616.239.607-81,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3190
3927,GO0004926,cristina araújo,,Economia,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:cristina.araújo@economia.go.gov.br'}"
3929,GO0003715,Carlos Ribeiro,866.563.381-59,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2716
3930,GO0004929,Rodrigo Ferreira,205.950.141-10,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2703
3933,GO0004932,Aline Araújo,134.199.867-77,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2199
3938,GO0004937,Gustavo Almeida,166.743.544-96,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_669
3941,GO0004940,Sandra Monteiro,950.171.470-71,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_902
3951,GO0002696,Camila Moura,339.449.480-33,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1697
3955,GO0004954,  Juliana Ribeiro  ,,economia,{'cpf': 'cpf_nulo'}
3998,GO0004997,Leandro Rocha,788.153.002-98,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_751
4026,GO0005025,Henrique Campos,395.685.887-70,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_17
4027,GO0001801,Vanessa Ribeiro,243.322.274-30,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_802
4029,GO0003221,Beatriz Castro,743.051.636-77,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2222
4031,GO0005030,Henrique Nunes,, ECONOMIA,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
4039,GO0005038,  Priscila Almeida  ,,economia,{'cpf': 'cpf_nulo'}
4057,GO0004345,Larissa Santos,707.720.316-36,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3346
4061,GO0003649,Priscila Moura,398.157.435-18,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2650
4074,GO0005073,Mônica Ribeiro,,economia,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:mônica.ribeiro@economia.go.gov.br'}"
4081,GO0005080,Felipe Carvalho,974.398.438-57,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3003
4086,GO0004774,Camila Carvalho,552.405.135-38,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3775
4087,GO0002783,Larissa Silva,680.336.421-34,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_318
4103,GO0002853,Sandra Cavalcanti,320.240.227-64,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1854
4105,GO0005104,João Teixeira,471.502.509-59,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2422
4108,GO0005107,Ricardo Pereira,630.904.942-89,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3207
4128,GO0005127,Pedro Rodrigues,284.596.286-27,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1171
4143,GO0005142,Rodrigo Martins,501.125.585-09,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3039
4146,GO0005145,Patrícia Pereira,,ECONOMIA ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.pereira@'}"
4153,GO0005152,  Felipe Cardoso  ,,ECONOMIA ,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
4154,GO0005153,Juliana Moura,,economia,{'cpf': 'cpf_nulo'}
4156,GO0004354,  Vinicius Rocha  ,,ECONOMIA,{'cpf': 'cpf_nulo'}
4162,GO0002999,Alexandre Ferreira,385.775.545-05,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2000
4163,GO0005162,Beatriz Teixeira,253.375.923-29,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_271
4164,GO0005163,Renata Santos,013.987.957-74,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_579
4166,GO0005165,Carlos Nunes,431.655.668-99,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2086
4194,GO0003309,Felipe Teixeira,429.110.095-57,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2310
4203,GO0005202,Daniela Teixeira,,ECONOMIA ,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
4220,GO0005219,Camila Borges,561.717.534-65,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2722
4233,GO0005232,Ana Borges,914.787.429-04,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_195
4241,GO0005240,Fernanda Gomes,941.117.185-47,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1298
4244,GO0005243,Rafael Carvalho,648.717.971-71,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2290
4249,GO0005248,Diego Carvalho,099.842.186-38,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3490
4275,GO0005274,Larissa Nunes,380.704.843-93,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2231
4289,GO0001443,Marcos Carvalho,621.769.751-46,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_444
4290,GO0005289,Priscila Dias,334.539.387-70,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3012
4302,GO0005301,  Thiago Souza  ,,Economia,{'cpf': 'cpf_nulo'}
4316,GO0005315,Cristina Ribeiro,892.208.968-76,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2966
4323,GO0003435,Patrícia Costa,550.369.759-68,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2436
4330,GO0005329,Larissa Ribeiro,575.849.217-24,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1026
4337,GO0005336,Fernanda  Pereira,,Economia,{'cpf': 'cpf_nulo'}
4347,GO0005346,Juliana Dias,167.856.935-37,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1718
4349,GO0005348,Ricardo Almeida,,Economia,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
4351,GO0005350,Aline Castro,898.342.683-01,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3203
4364,GO0005363,Renata Araújo,669.419.813-40,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_364
4403,GO0002650,Ricardo Almeida,367.563.684-78,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1651
4405,GO0003203,Sandra Nunes,452.127.428-25,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2204
4415,GO0005414,Beatriz Costa,385.112.799-86,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_4301
4421,GO0005176,Gustavo Ferreira,453.983.941-16,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_4177
4425,GO0005424,Carlos Almeida,,ECONOMIA,{'cpf': 'cpf_nulo'}
4434,GO0005433,Cristina Monteiro,174.413.853-33,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3455
4455,GO0005454,Juliana Costa,,Economia,{'cpf': 'cpf_nulo'}
4457,GO0005456,Sandra Moura,,economia,{'cpf': 'cpf_nulo'}
4474,GO0005473,Sandra Melo,, ECONOMIA,{'cpf': 'cpf_nulo'}
4477,GO0005476,Tatiane Dias,408.481.386-81,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_446
4481,GO0005480,João Souza,, ECONOMIA,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.souza@economia.go.gov.br'}"
4487,GO0005486,Vanessa Melo,110.928.487-40,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_4380
4491,GO0005490,Ana Nascimento,681.729.046-62,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_4331
4497,GO0005496,Patrícia Oliveira,,ECONOMIA ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.oliveira@economia.go.gov.br'}"
4504,GO0005503,Alexandre Souza,,Economia,{'cpf': 'cpf_nulo'}
4512,GO0002590,Beatriz Lima,554.589.544-60,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1591
4520,GO0005519,Sandra Silva,139.280.623-19,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_1762
4525,GO0005524,Simone Almeida,489.867.874-49,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2047
4534,GO0004002,Patrícia Silva,073.929.063-71,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3003
4536,GO0005535,Renata Campos,,ECONOMIA,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:renata.campos@@economia.go.gov.br'}"
4547,GO0005546,camila melo,,Economia,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
4571,GO0005570,Larissa Monteiro,784.025.999-44,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_883
4593,GO0005592,Juliana Gomes,,ECONOMIA ,{'cpf': 'cpf_nulo'}
4601,GO0003903,Marcos Ribeiro,846.692.468-20,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2904
4614,GO0005613,Aline Araújo,875.883.123-55,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3236
4623,GO0005622,Priscila Silva,832.846.891-28,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3036
4628,GO0001508,Aline Dias,989.529.995-33,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3831
4654,GO0005653,  Priscila Barbosa  ,,ECONOMIA ,{'cpf': 'cpf_nulo'}
4671,GO0003819,Sandra Santos,960.794.890-90,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2820
4672,GO0002611,Ricardo Santos,702.039.805-31,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1612
4686,GO0005187,Renata Cardoso,360.134.791-15,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_4188
4689,GO0005688,Eduardo Rocha,699.739.581-80,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_2064
4701,GO0005700,Carlos Dias,019.890.845-87,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_4408
4710,GO0005709,Gustavo Ribeiro,, ECONOMIA,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
4711,GO0004234,Beatriz Costa,280.869.835-65,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_3235
4721,GO0002922,Tatiane Rocha,973.351.542-13,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_1923
4733,GO0005732,Rodrigo Moreira,070.904.840-04,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_3910
4735,GO0005734,Mônica Costa,704.339.546-35,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_940
4759,GO0003488,Juliana Cavalcanti,890.474.978-05,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2489
4767,GO0003357,João Almeida,625.615.729-44,ECONOMIA,matricula_duplicada:primeira_ocorrencia_linha_2358
4773,GO0005772,Camila Barbosa,,ECONOMIA ,{'cpf': 'cpf_nulo'}
4778,GO0005777,Gustavo Almeida,013.972.020-19,ECONOMIA,cpf_duplicado:primeira_ocorrencia_linha_4541
